COAST,temp,weekday,date,hour
12782.39272,23.35,1,6/8/15,10
13825.41142,23.85,1,6/8/15,11
14804.63537,26.1,1,6/8/15,12
15641.05608,27.1,1,6/8/15,13
16373.2353,27.85,1,6/8/15,14
16889.94558,28.85,1,6/8/15,15
17280.68922,30.1,1,6/8/15,16
17471.47232,30.6,1,6/8/15,17
17352.64706,31.6,1,6/8/15,18
12239.07585,24.35,1,6/9/15,9
13232.87455,25.1,1,6/9/15,10
14280.31891,24.35,1,6/9/15,11
15253.94127,26.1,1,6/9/15,12
16052.64238,27.1,1,6/9/15,13
16559.83207,28.35,1,6/9/15,14
16900.33841,29.35,1,6/9/15,15
16974.63444,30.6,1,6/9/15,16
16942.49929,31.1,1,6/9/15,17
16825.44018,32.1,1,6/9/15,18
12518.20034,24.35,1,6/10/15,9
13540.6406,23.85,1,6/10/15,10
14581.58918,23.85,1,6/10/15,11
15576.28041,26.1,1,6/10/15,12
16360.21993,27.1,1,6/10/15,13
17056.7662,28.35,1,6/10/15,14
17464.83534,29.35,1,6/10/15,15
17561.93144,31.1,1,6/10/15,16
17521.00915,31.6,1,6/10/15,17
17311.22865,32.1,1,6/10/15,18
12885.37828,24.35,1,6/11/15,9
13985.44931,24.35,1,6/11/15,10
14995.87694,24.35,1,6/11/15,11
15814.58888,26.6,1,6/11/15,12
16500.27974,28.35,1,6/11/15,13
17124.04545,29.35,1,6/11/15,14
17549.26301,30.1,1,6/11/15,15
17548.77922,31.6,1,6/11/15,16
17486.42026,32.85,1,6/11/15,17
17402.66293,31.6,1,6/11/15,18
12998.36399,25.1,1,6/12/15,9
13958.35771,25.1,1,6/12/15,10
15006.18338,25.6,1,6/12/15,11
15753.55059,26.6,1,6/12/15,12
16437.40329,28.85,1,6/12/15,13
16843.68215,30.1,1,6/12/15,14
17016.13176,31.6,1,6/12/15,15
16951.49872,31.6,1,6/12/15,16
16618.9019,32.1,1,6/12/15,17
16369.76907,31.6,1,6/12/15,18
11054.7003,25.6,0,6/13/15,9
11700.29476,24.35,0,6/13/15,10
12098.92331,23.85,0,6/13/15,11
12373.1954,23.35,0,6/13/15,12
12675.97131,23.85,0,6/13/15,13
13212.69446,23.35,0,6/13/15,14
13692.10623,22.85,0,6/13/15,15
13919.97868,23.35,0,6/13/15,16
14189.11124,25.6,0,6/13/15,17
14405.14271,28.35,0,6/13/15,18
10651.11425,25.1,0,6/14/15,9
11588.33253,25.1,0,6/14/15,10
12515.53704,25.1,0,6/14/15,11
13237.84308,26.6,0,6/14/15,12
13718.96781,27.85,0,6/14/15,13
14108.16221,29.35,0,6/14/15,14
14617.03336,28.85,0,6/14/15,15
15127.64454,29.6,0,6/14/15,16
15418.95094,31.1,0,6/14/15,17
15429.66081,31.6,0,6/14/15,18
12599.40404,26.1,1,6/15/15,9
13231.54922,26.1,1,6/15/15,10
13836.53312,26.6,1,6/15/15,11
14484.06445,27.1,1,6/15/15,12
15245.90144,27.85,1,6/15/15,13
15714.51803,28.35,1,6/15/15,14
15575.72678,28.85,1,6/15/15,15
15188.3571,30.6,1,6/15/15,16
14896.92643,31.1,1,6/15/15,17
14765.04007,27.85,1,6/15/15,18
12039.5387,24.35,1,6/16/15,9
12411.62039,25.6,1,6/16/15,10
12839.84854,25.85,1,6/16/15,11
13215.42949,25.6,1,6/16/15,12
13303.94825,25.35,1,6/16/15,13
13143.32055,24.85,1,6/16/15,14
13020.63115,26.6,1,6/16/15,15
12901.60528,26.1,1,6/16/15,16
12869.84872,25.1,1,6/16/15,17
12744.15522,24.35,1,6/16/15,18
12141.34248,25.77857143,1,6/17/15,9
12322.56317,25.6,1,6/17/15,10
12498.31797,25.1,1,6/17/15,11
12636.13272,25.85,1,6/17/15,12
12745.73288,26.1,1,6/17/15,13
12956.8628,24.35,1,6/17/15,14
13189.56246,24.35,1,6/17/15,15
13398.79932,25.1,1,6/17/15,16
13535.85494,24.1,1,6/17/15,17
13615.33457,26.1,1,6/17/15,18
12347.22914,26.6,1,6/18/15,9
12678.99843,26.6,1,6/18/15,10
13161.04005,26.1,1,6/18/15,11
13709.75566,26.6,1,6/18/15,12
14316.00456,26.6,1,6/18/15,13
14564.65349,27.1,1,6/18/15,14
14491.55094,27.85,1,6/18/15,15
14617.2256,29.35,1,6/18/15,16
14712.83074,30.1,1,6/18/15,17
14510.61781,31.1,1,6/18/15,18
11944.73689,26.1,1,6/19/15,9
12726.33135,25.6,1,6/19/15,10
13626.69722,26.1,1,6/19/15,11
14344.75241,26.1,1,6/19/15,12
14942.17722,27.1,1,6/19/15,13
15553.25188,28.35,1,6/19/15,14
15941.158,28.85,1,6/19/15,15
16031.92738,30.1,1,6/19/15,16
15760.85747,30.6,1,6/19/15,17
15252.61581,32.1,1,6/19/15,18
11485.3875,25.1,0,6/20/15,9
12478.17426,24.35,0,6/20/15,10
13505.46384,24.35,0,6/20/15,11
14403.37726,26.6,0,6/20/15,12
15069.75399,28.35,0,6/20/15,13
15410.66912,29.35,0,6/20/15,14
15477.39571,30.6,0,6/20/15,15
15375.89006,31.1,0,6/20/15,16
15234.9305,32.1,0,6/20/15,17
15154.93866,32.35,0,6/20/15,18
11091.36709,26.6,0,6/21/15,9
11818.94946,26.6,0,6/21/15,10
12587.83049,26.6,0,6/21/15,11
13485.13392,27.1,0,6/21/15,12
14319.80676,28.35,0,6/21/15,13
15043.51219,28.85,0,6/21/15,14
15569.07193,30.6,0,6/21/15,15
15744.95633,31.35,0,6/21/15,16
15756.25649,32.1,0,6/21/15,17
15576.09609,32.1,0,6/21/15,18
12566.29047,25.6,1,6/22/15,9
13324.54013,25.6,1,6/22/15,10
14078.739,25.6,1,6/22/15,11
14796.16972,26.6,1,6/22/15,12
15451.90211,27.85,1,6/22/15,13
16053.23854,28.85,1,6/22/15,14
16542.4066,29.35,1,6/22/15,15
16906.35224,30.1,1,6/22/15,16
16957.09893,30.6,1,6/22/15,17
16765.41239,30.6,1,6/22/15,18
12637.9903,25.6,1,6/23/15,9
13729.17678,26.1,1,6/23/15,10
14847.89839,26.1,1,6/23/15,11
15795.8174,26.6,1,6/23/15,12
16489.34944,28.35,1,6/23/15,13
16993.07195,30.1,1,6/23/15,14
17198.12992,30.6,1,6/23/15,15
17194.56053,31.6,1,6/23/15,16
17046.06667,32.85,1,6/23/15,17
16671.6947,32.85,1,6/23/15,18
12249.38852,24.35,1,6/24/15,9
13340.64477,24.35,1,6/24/15,10
14479.67307,24.35,1,6/24/15,11
15455.00333,26.6,1,6/24/15,12
16321.19735,28.35,1,6/24/15,13
17064.05784,28.85,1,6/24/15,14
17584.76018,30.6,1,6/24/15,15
17858.76043,31.1,1,6/24/15,16
17855.80917,32.1,1,6/24/15,17
17685.48167,32.85,1,6/24/15,18
12725.84619,24.35,1,6/25/15,9
13770.94881,25.6,1,6/25/15,10
14759.11109,25.1,1,6/25/15,11
15708.54612,26.1,1,6/25/15,12
16394.35992,28.35,1,6/25/15,13
16987.1,29.35,1,6/25/15,14
17405.71014,31.1,1,6/25/15,15
17681.49113,31.6,1,6/25/15,16
17713.71038,32.1,1,6/25/15,17
17444.41992,32.85,1,6/25/15,18
12823.18969,25.6,1,6/26/15,9
13819.0144,25.6,1,6/26/15,10
14785.73317,25.6,1,6/26/15,11
15531.45371,27.1,1,6/26/15,12
16173.65924,28.85,1,6/26/15,13
16850.89565,30.1,1,6/26/15,14
17098.99751,31.6,1,6/26/15,15
16983.45893,31.1,1,6/26/15,16
16535.79734,32.85,1,6/26/15,17
15901.14178,32.85,1,6/26/15,18
11618.86777,26.1,0,6/27/15,9
12706.36907,25.6,0,6/27/15,10
13686.2837,25.6,0,6/27/15,11
14530.24061,27.1,0,6/27/15,12
15031.62272,28.85,0,6/27/15,13
15419.28544,29.35,0,6/27/15,14
15722.25548,31.1,0,6/27/15,15
16012.30412,32.1,0,6/27/15,16
16105.98457,32.1,0,6/27/15,17
16061.2527,32.85,0,6/27/15,18
10135.76974,26.6,0,6/28/15,9
10456.03239,26.6,0,6/28/15,10
11134.36105,26.85,0,6/28/15,11
12167.95222,25.6,0,6/28/15,12
13102.51134,24.1,0,6/28/15,13
13850.10919,24.1,0,6/28/15,14
14407.60951,26.1,0,6/28/15,15
14319.91726,27.85,0,6/28/15,16
14033.14261,30.6,0,6/28/15,17
13979.39143,31.6,0,6/28/15,18
12304.47792,25.1,1,6/29/15,9
13348.52702,25.1,1,6/29/15,10
14424.36564,25.1,1,6/29/15,11
15304.13385,26.1,1,6/29/15,12
15841.06221,28.35,1,6/29/15,13
15918.29193,29.35,1,6/29/15,14
15948.89298,29.6,1,6/29/15,15
16361.12527,31.6,1,6/29/15,16
16449.67659,30.85,1,6/29/15,17
15973.66591,27.35,1,6/29/15,18
12368.3737,26.1,1,6/30/15,9
13478.75238,26.1,1,6/30/15,10
14457.12221,26.1,1,6/30/15,11
15398.40124,27.1,1,6/30/15,12
16091.24111,28.85,1,6/30/15,13
16330.19976,30.6,1,6/30/15,14
15758.99654,30.6,1,6/30/15,15
14794.27351,32.1,1,6/30/15,16
14091.73331,32.1,1,6/30/15,17
13442.95638,27.35,1,6/30/15,18
11665.83291,23.35,1,7/1/15,9
12740.35275,23.85,1,7/1/15,10
13881.71912,23.85,1,7/1/15,11
14181.44961,25.6,1,7/1/15,12
13781.81398,28.35,1,7/1/15,13
13552.59824,29.35,1,7/1/15,14
13683.53138,28.35,1,7/1/15,15
14133.81303,25.6,1,7/1/15,16
13683.15102,24.35,1,7/1/15,17
13034.92608,24.35,1,7/1/15,18
11437.49918,22.1,1,7/2/15,9
12444.07373,22.1,1,7/2/15,10
13540.83415,22.1,1,7/2/15,11
14501.25633,23.85,1,7/2/15,12
15302.33398,26.6,1,7/2/15,13
15987.3006,28.35,1,7/2/15,14
16437.22631,30.1,1,7/2/15,15
16687.82024,31.1,1,7/2/15,16
16776.27706,31.6,1,7/2/15,17
16465.64508,31.6,1,7/2/15,18
11479.32366,25.1,1,7/3/15,9
12630.53274,25.6,1,7/3/15,10
13751.59655,25.1,1,7/3/15,11
14764.25397,26.1,1,7/3/15,12
15536.24957,27.85,1,7/3/15,13
16008.56961,29.35,1,7/3/15,14
16124.82939,30.6,1,7/3/15,15
16070.71609,31.1,1,7/3/15,16
15903.92873,32.1,1,7/3/15,17
15689.60964,32.1,1,7/3/15,18
11243.65358,25.6,0,7/4/15,9
12379.31714,25.1,0,7/4/15,10
13526.70478,25.1,0,7/4/15,11
14408.4877,26.1,0,7/4/15,12
15017.90101,28.35,0,7/4/15,13
15349.98995,29.35,0,7/4/15,14
15575.0336,31.1,0,7/4/15,15
15413.6519,32.1,0,7/4/15,16
15068.65839,32.1,0,7/4/15,17
14923.14527,32.85,0,7/4/15,18
11192.6024,26.1,0,7/5/15,9
12284.07839,25.6,0,7/5/15,10
13356.64534,26.1,0,7/5/15,11
14317.9298,27.1,0,7/5/15,12
15080.45894,28.85,0,7/5/15,13
15590.43688,29.6,0,7/5/15,14
16000.50236,30.6,0,7/5/15,15
16269.53198,31.1,0,7/5/15,16
16371.19976,32.1,0,7/5/15,17
16305.6251,33.35,0,7/5/15,18
13264.64879,26.1,1,7/6/15,9
14273.21701,26.1,1,7/6/15,10
15277.53772,26.1,1,7/6/15,11
16140.69732,27.85,1,7/6/15,12
16764.51192,29.35,1,7/6/15,13
17244.956,30.6,1,7/6/15,14
17578.0263,31.6,1,7/6/15,15
17573.44183,31.6,1,7/6/15,16
17461.28096,32.1,1,7/6/15,17
17135.95543,32.1,1,7/6/15,18
13372.5139,27.1,1,7/7/15,9
14268.52056,26.6,1,7/7/15,10
15325.38793,26.6,1,7/7/15,11
16074.81484,27.85,1,7/7/15,12
16588.45051,29.35,1,7/7/15,13
16990.91055,30.6,1,7/7/15,14
17327.33489,31.1,1,7/7/15,15
17450.9662,32.1,1,7/7/15,16
17378.56814,31.6,1,7/7/15,17
16962.37439,32.1,1,7/7/15,18
13092.20837,27.1,1,7/8/15,9
14033.71242,26.6,1,7/8/15,10
14986.60978,26.1,1,7/8/15,11
15816.63059,27.1,1,7/8/15,12
16471.8356,29.35,1,7/8/15,13
17107.75374,30.1,1,7/8/15,14
17495.88736,31.6,1,7/8/15,15
17812.66954,32.1,1,7/8/15,16
17918.76772,32.85,1,7/8/15,17
17584.43566,32.85,1,7/8/15,18
12963.65802,24.35,1,7/9/15,9
13980.79595,25.1,1,7/9/15,10
15052.58448,25.1,1,7/9/15,11
15989.90113,26.6,1,7/9/15,12
16801.76527,29.35,1,7/9/15,13
17499.44846,31.1,1,7/9/15,14
18086.42934,31.6,1,7/9/15,15
18544.12963,33.6,1,7/9/15,16
18553.4004,32.85,1,7/9/15,17
18141.95573,32.85,1,7/9/15,18
12796.76888,25.6,1,7/10/15,9
13818.64211,25.1,1,7/10/15,10
14928.56487,25.1,1,7/10/15,11
15855.02557,27.1,1,7/10/15,12
16643.82893,28.85,1,7/10/15,13
17327.13794,28.85,1,7/10/15,14
17778.05055,31.1,1,7/10/15,15
18140.38559,31.6,1,7/10/15,16
18131.86297,32.1,1,7/10/15,17
17903.86076,33.35,1,7/10/15,18
12062.42768,25.6,0,7/11/15,9
13258.80074,25.6,0,7/11/15,10
14463.08972,25.6,0,7/11/15,11
15445.94039,27.1,0,7/11/15,12
16139.7386,29.35,0,7/11/15,13
16606.26107,30.1,0,7/11/15,14
16874.45256,32.1,0,7/11/15,15
16931.8704,32.85,0,7/11/15,16
16960.2308,32.85,0,7/11/15,17
16741.56811,32.1,0,7/11/15,18
11488.33261,25.1,0,7/12/15,9
12539.52688,25.1,0,7/12/15,10
13582.55696,25.1,0,7/12/15,11
14640.64018,27.1,0,7/12/15,12
15555.68262,28.85,0,7/12/15,13
16189.01727,30.1,0,7/12/15,14
16675.93408,30.6,0,7/12/15,15
17002.864,31.6,0,7/12/15,16
17122.64791,32.85,0,7/12/15,17
17099.45976,33.35,0,7/12/15,18
12865.27271,25.6,1,7/13/15,9
13814.4562,25.1,1,7/13/15,10
14845.10635,24.35,1,7/13/15,11
15817.33954,26.6,1,7/13/15,12
16660.08766,28.35,1,7/13/15,13
17428.62435,29.35,1,7/13/15,14
17894.2362,30.6,1,7/13/15,15
18144.4904,31.6,1,7/13/15,16
18238.00719,32.1,1,7/13/15,17
18091.19954,32.85,1,7/13/15,18
12756.95105,24.35,1,7/14/15,9
13739.28628,24.35,1,7/14/15,10
14825.99701,24.35,1,7/14/15,11
15753.33669,26.1,1,7/14/15,12
16545.98783,28.35,1,7/14/15,13
17348.19704,29.35,1,7/14/15,14
17987.90304,31.1,1,7/14/15,15
18254.29467,31.6,1,7/14/15,16
18360.28661,32.85,1,7/14/15,17
18198.02685,33.85,1,7/14/15,18
12928.82234,24.35,1,7/15/15,9
13969.76554,24.35,1,7/15/15,10
14999.78625,24.35,1,7/15/15,11
15993.06458,26.6,1,7/15/15,12
16851.10334,28.85,1,7/15/15,13
17614.29575,30.1,1,7/15/15,14
18125.57177,31.1,1,7/15/15,15
18560.97922,31.6,1,7/15/15,16
18836.61903,32.85,1,7/15/15,17
18563.55593,33.35,1,7/15/15,18
13208.85266,25.6,1,7/16/15,9
14229.67636,25.6,1,7/16/15,10
15307.86186,25.6,1,7/16/15,11
16168.50577,27.1,1,7/16/15,12
16854.37382,29.35,1,7/16/15,13
17565.96755,30.1,1,7/16/15,14
18071.47458,31.6,1,7/16/15,15
18419.69587,32.1,1,7/16/15,16
18467.84555,33.35,1,7/16/15,17
18083.60634,35.1,1,7/16/15,18
12917.61248,25.6,1,7/17/15,9
14090.49737,25.6,1,7/17/15,10
15181.15358,25.6,1,7/17/15,11
16129.4017,27.85,1,7/17/15,12
16868.26014,29.35,1,7/17/15,13
17494.70945,30.6,1,7/17/15,14
17713.30934,32.1,1,7/17/15,15
17798.52098,32.85,1,7/17/15,16
17910.79475,33.35,1,7/17/15,17
17776.66626,29.35,1,7/17/15,18
12437.80969,26.6,0,7/18/15,9
13597.65431,26.1,0,7/18/15,10
14726.74379,25.6,0,7/18/15,11
15683.83713,27.85,0,7/18/15,12
16492.99678,29.35,0,7/18/15,13
17089.88903,30.1,0,7/18/15,14
17569.48,32.1,0,7/18/15,15
17787.97231,33.85,0,7/18/15,16
17813.93298,34.35,0,7/18/15,17
17582.95648,35.1,0,7/18/15,18
11545.69271,25.6,0,7/19/15,9
12720.82234,25.6,0,7/19/15,10
13929.47557,25.6,0,7/19/15,11
15027.63839,27.1,0,7/19/15,12
15978.88815,28.85,0,7/19/15,13
16659.56006,30.6,0,7/19/15,14
17162.37475,31.6,0,7/19/15,15
17603.47351,32.85,0,7/19/15,16
17751.54263,32.85,0,7/19/15,17
17685.13625,33.85,0,7/19/15,18
13112.78805,25.6,1,7/20/15,9
14126.88513,25.85,1,7/20/15,10
15228.45664,25.1,1,7/20/15,11
16200.91986,27.1,1,7/20/15,12
17035.54028,28.35,1,7/20/15,13
17753.981,30.1,1,7/20/15,14
18285.92402,30.6,1,7/20/15,15
18416.13871,32.1,1,7/20/15,16
18474.22039,33.35,1,7/20/15,17
18301.13405,33.85,1,7/20/15,18
13332.63193,25.6,1,7/21/15,9
14304.96625,25.6,1,7/21/15,10
15391.63361,25.6,1,7/21/15,11
16318.97587,27.1,1,7/21/15,12
17022.58651,28.85,1,7/21/15,13
17702.65359,29.85,1,7/21/15,14
18127.71459,31.1,1,7/21/15,15
18371.64893,32.1,1,7/21/15,16
18412.17575,32.1,1,7/21/15,17
18198.16357,34.35,1,7/21/15,18
13518.39058,26.1,1,7/22/15,9
14522.72346,26.1,1,7/22/15,10
15526.22982,25.6,1,7/22/15,11
16480.39666,26.6,1,7/22/15,12
17290.6618,28.85,1,7/22/15,13
17982.95643,29.85,1,7/22/15,14
18531.67548,32.1,1,7/22/15,15
18840.3193,33.85,1,7/22/15,16
18894.43631,33.35,1,7/22/15,17
18496.95745,34.35,1,7/22/15,18
13319.73081,25.1,1,7/23/15,9
14438.82073,24.35,1,7/23/15,10
15629.08183,25.1,1,7/23/15,11
16754.59203,27.1,1,7/23/15,12
17546.90734,29.35,1,7/23/15,13
18302.80901,30.6,1,7/23/15,14
18801.83362,31.6,1,7/23/15,15
19021.58689,33.85,1,7/23/15,16
18867.28934,33.85,1,7/23/15,17
18513.58744,35.1,1,7/23/15,18
13029.03261,25.1,1,7/24/15,9
14134.67426,25.1,1,7/24/15,10
15266.74217,25.1,1,7/24/15,11
16271.29544,27.1,1,7/24/15,12
17195.955,28.85,1,7/24/15,13
17941.34296,30.6,1,7/24/15,14
18472.06564,31.6,1,7/24/15,15
18799.19658,33.35,1,7/24/15,16
18799.03426,34.35,1,7/24/15,17
18562.0076,35.1,1,7/24/15,18
12144.29672,25.1,0,7/25/15,9
13375.37667,24.35,0,7/25/15,10
14614.57739,24.35,0,7/25/15,11
15687.02941,27.1,0,7/25/15,12
16537.89841,28.35,0,7/25/15,13
17224.94636,30.1,0,7/25/15,14
17653.61445,31.6,0,7/25/15,15
18002.61769,32.85,0,7/25/15,16
18233.70431,33.85,0,7/25/15,17
18144.19956,33.85,0,7/25/15,18
11990.68098,26.1,0,7/26/15,9
13104.85864,26.1,0,7/26/15,10
14246.23902,25.6,0,7/26/15,11
15360.12975,27.85,0,7/26/15,12
16320.74601,28.1,0,7/26/15,13
17017.77824,30.1,0,7/26/15,14
17614.89827,31.6,0,7/26/15,15
18023.52128,32.85,0,7/26/15,16
18113.79378,34.35,0,7/26/15,17
18136.96121,34.35,0,7/26/15,18
13454.06087,26.6,1,7/27/15,9
14283.57323,26.1,1,7/27/15,10
15303.19086,26.6,1,7/27/15,11
16431.46007,27.85,1,7/27/15,12
17415.91271,28.85,1,7/27/15,13
18245.44801,30.1,1,7/27/15,14
18681.12408,31.6,1,7/27/15,15
18749.10712,32.85,1,7/27/15,16
18678.877,33.85,1,7/27/15,17
18417.43558,35.1,1,7/27/15,18
13193.69899,26.1,1,7/28/15,9
14232.38949,26.1,1,7/28/15,10
15412.97131,26.1,1,7/28/15,11
16569.88777,27.1,1,7/28/15,12
17551.56637,28.85,1,7/28/15,13
18325.95056,30.6,1,7/28/15,14
18902.32726,32.85,1,7/28/15,15
19136.74227,33.85,1,7/28/15,16
19009.70244,36.1,1,7/28/15,17
18745.01908,35.6,1,7/28/15,18
12983.33674,26.1,1,7/29/15,9
14036.86286,25.6,1,7/29/15,10
15279.10729,25.6,1,7/29/15,11
16447.84334,27.1,1,7/29/15,12
17390.22625,28.35,1,7/29/15,13
18285.27656,30.1,1,7/29/15,14
18800.98889,31.1,1,7/29/15,15
19047.50754,33.35,1,7/29/15,16
19100.2579,34.35,1,7/29/15,17
18758.8456,35.6,1,7/29/15,18
13205.3698,27.1,1,7/30/15,9
14166.11523,27.1,1,7/30/15,10
15310.75208,27.1,1,7/30/15,11
16205.53742,27.85,1,7/30/15,12
17066.30403,28.85,1,7/30/15,13
18082.74508,31.1,1,7/30/15,14
18623.56739,32.85,1,7/30/15,15
18987.09068,32.85,1,7/30/15,16
19101.10896,35.1,1,7/30/15,17
18857.50656,35.1,1,7/30/15,18
13164.88086,28.35,1,7/31/15,9
14217.04323,28.35,1,7/31/15,10
15418.4229,28.85,1,7/31/15,11
16555.19665,30.1,1,7/31/15,12
17473.94233,31.1,1,7/31/15,13
18270.6557,32.85,1,7/31/15,14
18693.59699,32.85,1,7/31/15,15
18916.92063,33.85,1,7/31/15,16
18865.79926,35.6,1,7/31/15,17
18519.32509,36.1,1,7/31/15,18
11272.53271,25.1,0,8/1/15,9
12377.21692,24.35,0,8/1/15,10
13562.8235,25.6,0,8/1/15,11
14693.42824,27.1,0,8/1/15,12
15560.28145,29.35,0,8/1/15,13
16167.19272,30.6,0,8/1/15,14
16676.92516,32.1,0,8/1/15,15
17082.31503,33.35,0,8/1/15,16
17258.69124,34.35,0,8/1/15,17
17140.35411,35.6,0,8/1/15,18
10672.75158,25.1,0,8/2/15,9
11895.6296,24.35,0,8/2/15,10
13157.1688,25.6,0,8/2/15,11
14365.19235,27.1,0,8/2/15,12
15393.83666,29.35,0,8/2/15,13
16214.65147,31.6,0,8/2/15,14
16840.56638,33.35,0,8/2/15,15
17288.16792,33.85,0,8/2/15,16
17525.90248,34.35,0,8/2/15,17
17491.60467,36.1,0,8/2/15,18
12702.90354,25.1,1,8/3/15,9
13743.79843,25.1,1,8/3/15,10
14914.31007,25.1,1,8/3/15,11
16057.63391,26.6,1,8/3/15,12
17004.5891,28.85,1,8/3/15,13
17809.38952,30.6,1,8/3/15,14
18360.45609,32.1,1,8/3/15,15
18651.04749,32.85,1,8/3/15,16
18611.95895,35.1,1,8/3/15,17
18299.61624,35.6,1,8/3/15,18
12980.56565,25.6,1,8/4/15,9
14120.64384,25.6,1,8/4/15,10
15292.28342,25.6,1,8/4/15,11
16224.33161,27.1,1,8/4/15,12
17035.61513,29.35,1,8/4/15,13
17428.83197,30.6,1,8/4/15,14
17610.23396,31.6,1,8/4/15,15
17727.9751,33.35,1,8/4/15,16
17721.90371,35.1,1,8/4/15,17
17654.22042,32.85,1,8/4/15,18
13475.20079,27.1,1,8/5/15,9
14487.15323,26.6,1,8/5/15,10
15635.26747,26.1,1,8/5/15,11
16658.76639,27.85,1,8/5/15,12
17446.94079,29.35,1,8/5/15,13
18205.12946,30.6,1,8/5/15,14
18711.40949,32.85,1,8/5/15,15
18840.40474,33.85,1,8/5/15,16
18829.39764,34.35,1,8/5/15,17
18571.90032,36.1,1,8/5/15,18
13184.202,26.1,1,8/6/15,9
14320.27641,25.6,1,8/6/15,10
15471.40831,25.6,1,8/6/15,11
16575.00842,26.6,1,8/6/15,12
17482.821,28.85,1,8/6/15,13
18304.84588,31.1,1,8/6/15,14
18923.94434,32.1,1,8/6/15,15
19182.55777,33.35,1,8/6/15,16
19130.91289,33.85,1,8/6/15,17
18868.05842,35.1,1,8/6/15,18
13231.18646,25.6,1,8/7/15,9
14407.974,25.6,1,8/7/15,10
15544.04527,25.6,1,8/7/15,11
16525.60829,26.6,1,8/7/15,12
17363.45414,28.85,1,8/7/15,13
18223.15459,30.6,1,8/7/15,14
18788.00127,32.1,1,8/7/15,15
18985.24899,33.85,1,8/7/15,16
19023.12129,35.1,1,8/7/15,17
18793.37007,36.1,1,8/7/15,18
12369.16483,25.6,0,8/8/15,9
13559.95757,25.6,0,8/8/15,10
14784.40422,25.6,0,8/8/15,11
15861.46014,27.1,0,8/8/15,12
16825.19563,28.85,0,8/8/15,13
17559.05451,30.35,0,8/8/15,14
18187.51486,32.85,0,8/8/15,15
18557.7282,33.35,0,8/8/15,16
18687.89418,35.1,0,8/8/15,17
18510.23482,35.6,0,8/8/15,18
11604.30061,25.6,0,8/9/15,9
12779.00071,25.6,0,8/9/15,10
13988.37543,25.6,0,8/9/15,11
15142.37411,26.6,0,8/9/15,12
16261.70852,27.85,0,8/9/15,13
17170.69689,30.1,0,8/9/15,14
17837.94705,30.6,0,8/9/15,15
18341.72407,32.85,0,8/9/15,16
18616.01086,34.35,0,8/9/15,17
18620.00198,35.6,0,8/9/15,18
13111.5225,26.1,1,8/10/15,9
14050.33448,26.1,1,8/10/15,10
15164.04798,25.6,1,8/10/15,11
16338.47786,26.1,1,8/10/15,12
17370.38736,27.85,1,8/10/15,13
18297.70735,29.35,1,8/10/15,14
19016.70858,31.1,1,8/10/15,15
19352.12603,32.85,1,8/10/15,16
19426.26434,35.1,1,8/10/15,17
19321.64407,36.1,1,8/10/15,18
13467.45042,27.1,1,8/11/15,9
14528.65052,27.1,1,8/11/15,10
15727.93804,26.6,1,8/11/15,11
16945.77329,27.85,1,8/11/15,12
18022.33417,29.35,1,8/11/15,13
19032.23345,31.1,1,8/11/15,14
19693.89684,33.35,1,8/11/15,15
19928.72477,35.1,1,8/11/15,16
19769.02652,37.1,1,8/11/15,17
18874.11003,37.85,1,8/11/15,18
12670.49945,26.94615385,1,8/12/15,9
13741.57602,26.02307692,1,8/12/15,10
14977.08026,25.1,1,8/12/15,11
16129.36079,27.1,1,8/12/15,12
17293.18764,28.35,1,8/12/15,13
18325.67917,29.35,1,8/12/15,14
18946.88545,31.6,1,8/12/15,15
19264.3507,32.85,1,8/12/15,16
19404.61412,33.85,1,8/12/15,17
19215.80944,35.6,1,8/12/15,18
13165.34181,27.85,1,8/13/15,9
14056.56759,25.1,1,8/13/15,10
15253.16071,25.1,1,8/13/15,11
16406.19909,26.6,1,8/13/15,12
17381.85968,27.975,1,8/13/15,13
18395.62873,29.35,1,8/13/15,14
18888.10095,30.1,1,8/13/15,15
19086.89147,31.6,1,8/13/15,16
18936.50027,33.35,1,8/13/15,17
18508.93439,35.1,1,8/13/15,18
13131.44526,27.1,1,8/14/15,9
14255.97176,26.6,1,8/14/15,10
15513.74635,27.85,1,8/14/15,11
16554.4061,28.85,1,8/14/15,12
17422.87913,29.35,1,8/14/15,13
18130.93649,31.1,1,8/14/15,14
18607.32963,31.6,1,8/14/15,15
18894.41698,32.85,1,8/14/15,16
18854.68671,33.35,1,8/14/15,17
18512.11109,35.1,1,8/14/15,18
11748.2872,25.6,0,8/15/15,9
12874.72422,26.1,0,8/15/15,10
14122.97357,25.6,0,8/15/15,11
15346.04506,26.6,0,8/15/15,12
16280.7651,28.85,0,8/15/15,13
16844.12912,30.6,0,8/15/15,14
17061.94379,32.1,0,8/15/15,15
16882.25495,33.35,0,8/15/15,16
16848.48139,34.35,0,8/15/15,17
16752.62092,35.1,0,8/15/15,18
11152.78478,26.1,0,8/16/15,9
12108.01892,26.6,0,8/16/15,10
13389.49906,26.1,0,8/16/15,11
14553.09704,26.1,0,8/16/15,12
15440.97749,27.1,0,8/16/15,13
16043.86893,28.85,0,8/16/15,14
16228.57141,31.1,0,8/16/15,15
16229.66547,31.6,0,8/16/15,16
16418.83172,32.85,0,8/16/15,17
16127.27982,32.1,0,8/16/15,18
