COAST,temp,weekday,date,hour
14384.73605,25.1,1,6/30/14,11
15299.22073,26.1,1,6/30/14,12
16080.57402,28.1,1,6/30/14,13
16646.93191,29.1,1,6/30/14,14
17042.8954,31.1,1,6/30/14,15
17182.49667,31.1,1,6/30/14,16
17060.96811,32.1,1,6/30/14,17
16810.4331,33.1,1,6/30/14,18
12279.98067,25.1,1,7/1/14,9
13167.49019,24.1,1,7/1/14,10
14116.24286,24.1,1,7/1/14,11
15100.38988,26.1,1,7/1/14,12
15930.67655,28.1,1,7/1/14,13
16687.51369,29.1,1,7/1/14,14
17121.74789,31.1,1,7/1/14,15
17289.62921,31.1,1,7/1/14,16
17221.14784,32.1,1,7/1/14,17
16874.57275,33.1,1,7/1/14,18
12079.5176,24.1,1,7/2/14,9
13039.06288,23.1,1,7/2/14,10
14076.80484,25.1,1,7/2/14,11
15037.92643,26.1,1,7/2/14,12
15840.62504,27.1,1,7/2/14,13
16471.30706,29.1,1,7/2/14,14
17024.20752,29.1,1,7/2/14,15
17294.95136,32.1,1,7/2/14,16
17115.18303,32.1,1,7/2/14,17
16426.36574,33.1,1,7/2/14,18
12104.15775,24.1,1,7/3/14,9
13105.2919,24.1,1,7/3/14,10
14161.69245,25.1,1,7/3/14,11
15168.17244,26.1,1,7/3/14,12
15946.26644,28.1,1,7/3/14,13
16629.13786,29.1,1,7/3/14,14
17127.98686,31.1,1,7/3/14,15
17288.24899,31.1,1,7/3/14,16
16362.54367,33.1,1,7/3/14,17
14771.97419,34.1,1,7/3/14,18
9958.510736,24.1,1,7/4/14,9
10856.60636,24.1,1,7/4/14,10
11903.92108,24.1,1,7/4/14,11
12991.63112,26.1,1,7/4/14,12
13928.44554,27.1,1,7/4/14,13
14619.59196,27.1,1,7/4/14,14
15174.88112,29.1,1,7/4/14,15
15531.46453,31.1,1,7/4/14,16
15564.65382,31.1,1,7/4/14,17
15105.0587,32.1,1,7/4/14,18
10026.84331,24.1,0,7/5/14,9
10958.46743,24.1,0,7/5/14,10
12017.6577,25.1,0,7/5/14,11
13094.91468,25.1,0,7/5/14,12
13884.85025,26.1,0,7/5/14,13
14203.3356,27.1,0,7/5/14,14
13660.25612,29.1,0,7/5/14,15
12876.6187,29.1,0,7/5/14,16
12343.55627,31.1,0,7/5/14,17
12065.05314,29.6,0,7/5/14,18
9976.967472,23.1,0,7/6/14,9
10983.24713,23.1,0,7/6/14,10
11962.59138,23.1,0,7/6/14,11
12842.48395,26.1,0,7/6/14,12
13660.78648,27.6,0,7/6/14,13
14221.77652,29.1,0,7/6/14,14
14425.43276,30.1,0,7/6/14,15
14430.68963,31.1,0,7/6/14,16
14407.05476,31.1,0,7/6/14,17
14529.23622,31.1,0,7/6/14,18
12120.39341,24.1,1,7/7/14,9
13179.10885,24.1,1,7/7/14,10
14197.45322,24.1,1,7/7/14,11
15000.4495,26.1,1,7/7/14,12
15685.25051,28.1,1,7/7/14,13
16340.84432,29.1,1,7/7/14,14
16757.30096,29.1,1,7/7/14,15
17120.27336,32.1,1,7/7/14,16
17141.89384,32.1,1,7/7/14,17
16737.98482,33.1,1,7/7/14,18
12360.58283,25.1,1,7/8/14,9
13373.55117,25.1,1,7/8/14,10
14457.1357,24.1,1,7/8/14,11
15415.9294,27.1,1,7/8/14,12
16076.1291,28.1,1,7/8/14,13
16570.2359,30.1,1,7/8/14,14
16726.89073,31.1,1,7/8/14,15
16766.59131,32.1,1,7/8/14,16
16758.74343,32.1,1,7/8/14,17
16435.89664,33.1,1,7/8/14,18
12066.58328,24.1,1,7/9/14,9
13104.34135,24.1,1,7/9/14,10
14209.37098,24.1,1,7/9/14,11
15177.82094,26.1,1,7/9/14,12
15969.9742,28.1,1,7/9/14,13
16685.72989,29.1,1,7/9/14,14
17269.15727,31.1,1,7/9/14,15
17603.26604,32.1,1,7/9/14,16
17703.34923,33.1,1,7/9/14,17
17483.73474,33.1,1,7/9/14,18
12443.59692,24.1,1,7/10/14,9
13451.34746,24.1,1,7/10/14,10
14329.15929,24.1,1,7/10/14,11
14962.1654,26.1,1,7/10/14,12
15596.5466,28.1,1,7/10/14,13
16273.01236,29.1,1,7/10/14,14
16804.49194,30.1,1,7/10/14,15
17184.04985,32.1,1,7/10/14,16
17321.19599,32.1,1,7/10/14,17
16967.5392,32.1,1,7/10/14,18
11980.44584,24.1,1,7/11/14,9
13176.3578,24.1,1,7/11/14,10
14409.98785,24.1,1,7/11/14,11
15415.32782,27.1,1,7/11/14,12
16173.01007,28.1,1,7/11/14,13
16933.9048,30.1,1,7/11/14,14
17435.43247,32.1,1,7/11/14,15
17700.66615,32.1,1,7/11/14,16
17702.7997,33.1,1,7/11/14,17
17311.84785,34.1,1,7/11/14,18
11232.37248,24.1,0,7/12/14,9
12337.85217,24.1,0,7/12/14,10
13413.82454,24.1,0,7/12/14,11
14436.34627,27.1,0,7/12/14,12
15225.68629,28.1,0,7/12/14,13
15825.74878,29.1,0,7/12/14,14
16279.77662,31.1,0,7/12/14,15
16455.95498,31.1,0,7/12/14,16
16445.5097,32.1,0,7/12/14,17
16253.7611,33.1,0,7/12/14,18
11168.26662,26.1,0,7/13/14,9
12281.16075,26.1,0,7/13/14,10
13450.34062,26.1,0,7/13/14,11
14511.4816,27.1,0,7/13/14,12
15420.66069,28.1,0,7/13/14,13
16310.01691,29.1,0,7/13/14,14
16841.81018,31.1,0,7/13/14,15
17165.96402,32.1,0,7/13/14,16
17183.21678,33.1,0,7/13/14,17
16715.57869,33.1,0,7/13/14,18
12680.46213,26.1,1,7/14/14,9
13549.96497,26.1,1,7/14/14,10
14542.72713,26.1,1,7/14/14,11
15487.10864,27.1,1,7/14/14,12
16234.20932,28.1,1,7/14/14,13
16913.25248,29.1,1,7/14/14,14
17401.4673,31.1,1,7/14/14,15
17563.79806,31.1,1,7/14/14,16
17476.02269,31.1,1,7/14/14,17
17114.55713,32.1,1,7/14/14,18
12714.86759,25.1,1,7/15/14,9
13521.24058,25.1,1,7/15/14,10
14160.39876,25.1,1,7/15/14,11
14519.43397,27.1,1,7/15/14,12
14462.16577,28.1,1,7/15/14,13
14324.85917,29.1,1,7/15/14,14
14166.06187,30.1,1,7/15/14,15
14430.61503,31.1,1,7/15/14,16
14869.2781,28.1,1,7/15/14,17
15239.37706,28.1,1,7/15/14,18
12113.2576,24.1,1,7/16/14,9
12877.40156,24.1,1,7/16/14,10
13761.25993,26.1,1,7/16/14,11
14539.43076,26.1,1,7/16/14,12
15091.46648,28.1,1,7/16/14,13
15592.08056,29.1,1,7/16/14,14
15922.22078,29.1,1,7/16/14,15
15995.19273,30.1,1,7/16/14,16
15387.58478,32.1,1,7/16/14,17
15009.46481,31.1,1,7/16/14,18
12295.46177,26.1,1,7/17/14,9
13277.48891,26.1,1,7/17/14,10
14261.84,26.1,1,7/17/14,11
14579.63096,26.1,1,7/17/14,12
14359.8917,28.1,1,7/17/14,13
14149.12953,29.1,1,7/17/14,14
13963.43446,31.1,1,7/17/14,15
14077.11258,25.6,1,7/17/14,16
14234.88652,29.1,1,7/17/14,17
14393.16022,29.1,1,7/17/14,18
12341.99652,27.1,1,7/18/14,9
12923.838,27.1,1,7/18/14,10
13388.09427,27.1,1,7/18/14,11
13670.75933,27.1,1,7/18/14,12
13879.06097,28.1,1,7/18/14,13
14422.87421,29.1,1,7/18/14,14
14713.66347,29.1,1,7/18/14,15
14707.3186,28.1,1,7/18/14,16
14702.44504,29.1,1,7/18/14,17
14470.46016,29.1,1,7/18/14,18
10474.92608,23.1,0,7/19/14,9
11183.71797,23.1,0,7/19/14,10
11960.81049,23.1,0,7/19/14,11
12888.62042,23.1,0,7/19/14,12
13696.59968,24.1,0,7/19/14,13
14162.35724,25.1,0,7/19/14,14
14261.99157,26.6,0,7/19/14,15
14358.11522,28.6,0,7/19/14,16
14456.75993,28.6,0,7/19/14,17
14408.84367,29.1,0,7/19/14,18
10260.31825,25.1,0,7/20/14,9
11271.46791,24.1,0,7/20/14,10
12438.52827,24.1,0,7/20/14,11
13541.56906,25.1,0,7/20/14,12
14473.06889,26.6,0,7/20/14,13
15193.69247,28.1,0,7/20/14,14
15714.76236,30.1,0,7/20/14,15
16142.21325,31.6,0,7/20/14,16
16332.46024,32.1,0,7/20/14,17
16125.03336,32.1,0,7/20/14,18
12688.89589,26.1,1,7/21/14,9
13687.47344,26.1,1,7/21/14,10
14704.92041,26.1,1,7/21/14,11
15785.15642,27.1,1,7/21/14,12
16606.71479,29.1,1,7/21/14,13
17288.11462,30.1,1,7/21/14,14
17801.09484,31.1,1,7/21/14,15
18103.99919,33.1,1,7/21/14,16
18140.7867,33.1,1,7/21/14,17
17831.43778,34.1,1,7/21/14,18
12593.38829,26.1,1,7/22/14,9
13496.1686,25.1,1,7/22/14,10
14473.3154,26.1,1,7/22/14,11
15360.39911,27.1,1,7/22/14,12
16180.61598,28.1,1,7/22/14,13
16911.55021,29.1,1,7/22/14,14
17456.73254,31.1,1,7/22/14,15
17775.89753,31.1,1,7/22/14,16
17888.56714,33.1,1,7/22/14,17
17680.64969,33.1,1,7/22/14,18
12448.59151,27.1,1,7/23/14,9
13080.69771,26.1,1,7/23/14,10
13877.33978,27.1,1,7/23/14,11
14751.19489,27.1,1,7/23/14,12
15563.55498,26.6,1,7/23/14,13
16257.77214,28.1,1,7/23/14,14
16788.59275,29.1,1,7/23/14,15
17056.04286,31.1,1,7/23/14,16
17040.66162,32.1,1,7/23/14,17
16793.1594,30.1,1,7/23/14,18
12076.81729,24.1,1,7/24/14,9
12967.52889,24.1,1,7/24/14,10
13900.01879,24.1,1,7/24/14,11
14776.05954,26.1,1,7/24/14,12
15554.1087,28.1,1,7/24/14,13
16344.40472,29.1,1,7/24/14,14
16829.28475,30.1,1,7/24/14,15
16965.22745,30.1,1,7/24/14,16
16601.47557,31.1,1,7/24/14,17
16397.87884,32.1,1,7/24/14,18
12045.51294,25.1,1,7/25/14,9
12916.07005,25.1,1,7/25/14,10
13966.65082,25.1,1,7/25/14,11
15007.5855,26.1,1,7/25/14,12
15864.54094,27.1,1,7/25/14,13
16697.15348,28.1,1,7/25/14,14
17293.39767,29.1,1,7/25/14,15
17685.58721,31.1,1,7/25/14,16
17776.38649,32.1,1,7/25/14,17
17682.37088,32.1,1,7/25/14,18
11999.21171,26.1,0,7/26/14,9
13119.26471,25.1,0,7/26/14,10
14302.62495,25.1,0,7/26/14,11
15337.43162,27.1,0,7/26/14,12
16153.31534,29.1,0,7/26/14,13
16623.37808,30.1,0,7/26/14,14
16867.64569,32.1,0,7/26/14,15
16961.24825,32.1,0,7/26/14,16
17071.56286,33.1,0,7/26/14,17
16935.55946,33.6,0,7/26/14,18
11525.04372,26.1,0,7/27/14,9
12653.42026,25.1,0,7/27/14,10
13819.58674,25.1,0,7/27/14,11
14930.89658,27.1,0,7/27/14,12
15753.02531,29.1,0,7/27/14,13
16396.19238,30.1,0,7/27/14,14
16936.80772,31.1,0,7/27/14,15
17319.30503,32.1,0,7/27/14,16
17486.01355,33.1,0,7/27/14,17
17398.38612,34.1,0,7/27/14,18
12955.04853,26.1,1,7/28/14,9
13956.13424,24.1,1,7/28/14,10
14924.75565,24.1,1,7/28/14,11
15896.03708,26.1,1,7/28/14,12
16779.70151,28.1,1,7/28/14,13
17512.82515,29.1,1,7/28/14,14
18024.12631,31.1,1,7/28/14,15
18348.02304,32.1,1,7/28/14,16
18450.66545,33.1,1,7/28/14,17
18364.8578,34.1,1,7/28/14,18
13024.06428,27.1,1,7/29/14,9
13934.25578,27.1,1,7/29/14,10
14899.81205,27.1,1,7/29/14,11
15688.01598,27.1,1,7/29/14,12
16347.12759,29.1,1,7/29/14,13
16882.47998,31.1,1,7/29/14,14
16650.82988,32.1,1,7/29/14,15
15693.31997,33.1,1,7/29/14,16
15022.30127,33.1,1,7/29/14,17
14642.43834,34.1,1,7/29/14,18
12020.58288,24.1,1,7/30/14,9
13060.06485,24.1,1,7/30/14,10
14095.43183,24.1,1,7/30/14,11
15086.12118,26.1,1,7/30/14,12
15894.11883,28.1,1,7/30/14,13
16604.8796,30.1,1,7/30/14,14
17103.67614,31.1,1,7/30/14,15
17392.74463,32.1,1,7/30/14,16
17391.29841,32.1,1,7/30/14,17
17126.30512,33.1,1,7/30/14,18
12417.80244,27.1,1,7/31/14,9
13379.27215,26.1,1,7/31/14,10
14296.8957,26.1,1,7/31/14,11
15121.73889,27.1,1,7/31/14,12
15909.15651,28.1,1,7/31/14,13
16579.16031,30.1,1,7/31/14,14
17038.88758,30.1,1,7/31/14,15
17312.33461,31.1,1,7/31/14,16
17305.64318,32.1,1,7/31/14,17
16970.32365,34.1,1,7/31/14,18
11709.06651,24.1,1,8/1/14,9
12411.94486,24.1,1,8/1/14,10
13165.16719,24.1,1,8/1/14,11
13940.90139,24.1,1,8/1/14,12
14581.5936,26.1,1,8/1/14,13
15204.75176,26.1,1,8/1/14,14
15653.66371,27.6,1,8/1/14,15
15831.45345,29.1,1,8/1/14,16
15879.40138,29.6,1,8/1/14,17
15566.8982,31.1,1,8/1/14,18
10161.17509,22.1,0,8/2/14,9
10831.4861,23.1,0,8/2/14,10
11314.10184,23.1,0,8/2/14,11
11600.6368,23.1,0,8/2/14,12
11813.12568,24.1,0,8/2/14,13
12048.8476,25.1,0,8/2/14,14
12259.72104,26.1,0,8/2/14,15
12355.40063,26.1,0,8/2/14,16
12354.39339,26.6,0,8/2/14,17
12392.51121,27.1,0,8/2/14,18
9681.918828,23.1,0,8/3/14,9
10450.36445,24.1,0,8/3/14,10
11328.87181,24.1,0,8/3/14,11
12144.31993,24.1,0,8/3/14,12
12909.29018,24.1,0,8/3/14,13
13589.6353,25.6,0,8/3/14,14
14220.86009,26.6,0,8/3/14,15
14588.92055,28.1,0,8/3/14,16
14816.75916,28.1,0,8/3/14,17
14895.9084,29.1,0,8/3/14,18
11964.16715,25.1,1,8/4/14,9
12799.45276,25.1,1,8/4/14,10
13797.84638,25.1,1,8/4/14,11
14699.67516,26.1,1,8/4/14,12
15493.47603,26.6,1,8/4/14,13
16083.71533,28.1,1,8/4/14,14
16619.942,30.1,1,8/4/14,15
16986.01783,30.1,1,8/4/14,16
16915.86647,31.1,1,8/4/14,17
16395.73566,33.1,1,8/4/14,18
12203.96215,27.1,1,8/5/14,9
13286.53493,26.1,1,8/5/14,10
14281.75045,26.1,1,8/5/14,11
15200.54813,27.1,1,8/5/14,12
15923.59277,28.1,1,8/5/14,13
16415.06542,29.1,1,8/5/14,14
16603.50773,31.1,1,8/5/14,15
16559.02531,32.1,1,8/5/14,16
16746.36082,30.1,1,8/5/14,17
16705.0919,32.1,1,8/5/14,18
12284.9861,26.1,1,8/6/14,9
13308.95047,26.1,1,8/6/14,10
14352.01743,26.1,1,8/6/14,11
15341.05567,26.1,1,8/6/14,12
16090.96669,28.1,1,8/6/14,13
16819.35672,30.1,1,8/6/14,14
17390.67925,31.1,1,8/6/14,15
17533.77435,32.1,1,8/6/14,16
17575.18454,33.1,1,8/6/14,17
17398.96098,33.1,1,8/6/14,18
12704.97719,26.1,1,8/7/14,9
13786.29695,26.1,1,8/7/14,10
14834.63209,26.1,1,8/7/14,11
15756.43797,27.1,1,8/7/14,12
16538.437,28.1,1,8/7/14,13
17226.79995,30.1,1,8/7/14,14
17658.72954,31.1,1,8/7/14,15
17983.59941,33.1,1,8/7/14,16
18082.61838,33.1,1,8/7/14,17
17887.62319,31.1,1,8/7/14,18
12898.10162,26.1,1,8/8/14,9
13976.3682,26.1,1,8/8/14,10
15002.17333,25.1,1,8/8/14,11
15931.98874,27.1,1,8/8/14,12
16736.33263,29.1,1,8/8/14,13
17459.3762,31.1,1,8/8/14,14
17968.10766,32.1,1,8/8/14,15
18146.39926,33.1,1,8/8/14,16
18197.89766,33.1,1,8/8/14,17
17884.97358,34.1,1,8/8/14,18
12088.85662,26.1,0,8/9/14,9
13193.67248,26.1,0,8/9/14,10
14253.57949,26.1,0,8/9/14,11
15140.51061,27.1,0,8/9/14,12
15782.68511,29.1,0,8/9/14,13
16109.12928,30.1,0,8/9/14,14
15953.79082,31.1,0,8/9/14,15
15393.31257,32.6,0,8/9/14,16
15113.05809,34.1,0,8/9/14,17
14987.98742,28.85,0,8/9/14,18
11383.20087,26.1,0,8/10/14,9
12498.30079,26.1,0,8/10/14,10
13588.94571,26.1,0,8/10/14,11
14537.78573,27.1,0,8/10/14,12
15267.49628,28.1,0,8/10/14,13
15884.4279,30.1,0,8/10/14,14
16244.94773,32.1,0,8/10/14,15
16006.16697,32.1,0,8/10/14,16
15708.38297,32.1,0,8/10/14,17
15554.63949,33.1,0,8/10/14,18
12901.57739,26.1,1,8/11/14,9
13901.66371,26.1,1,8/11/14,10
14977.90606,26.1,1,8/11/14,11
15982.42275,27.1,1,8/11/14,12
16839.23164,28.1,1,8/11/14,13
17635.1359,29.1,1,8/11/14,14
18149.21619,31.1,1,8/11/14,15
18507.31633,33.1,1,8/11/14,16
18578.07221,34.1,1,8/11/14,17
18347.93245,34.1,1,8/11/14,18
12286.9374,24.1,1,8/12/14,9
13340.60514,24.1,1,8/12/14,10
14597.00638,25.1,1,8/12/14,11
15693.93981,26.1,1,8/12/14,12
16628.87382,28.1,1,8/12/14,13
17432.12826,30.1,1,8/12/14,14
17931.67245,32.1,1,8/12/14,15
18196.80001,33.1,1,8/12/14,16
18291.21047,35.1,1,8/12/14,17
18034.85389,35.1,1,8/12/14,18
12284.23991,27.1,1,8/13/14,9
13152.65314,26.1,1,8/13/14,10
14193.01046,26.1,1,8/13/14,11
15311.9764,26.1,1,8/13/14,12
16208.2981,28.1,1,8/13/14,13
16907.74279,28.1,1,8/13/14,14
17423.07334,31.1,1,8/13/14,15
17790.88924,32.1,1,8/13/14,16
17871.47616,33.1,1,8/13/14,17
17651.61328,34.1,1,8/13/14,18
12242.73072,27.1,1,8/14/14,9
13208.85223,26.1,1,8/14/14,10
14326.91744,26.1,1,8/14/14,11
15330.08314,27.1,1,8/14/14,12
16065.93507,28.1,1,8/14/14,13
16772.95726,30.1,1,8/14/14,14
17286.94302,31.1,1,8/14/14,15
17575.71114,32.1,1,8/14/14,16
17608.50774,33.1,1,8/14/14,17
17240.18505,33.1,1,8/14/14,18
12694.69003,26.1,1,8/15/14,9
13731.63872,26.1,1,8/15/14,10
14797.0661,26.1,1,8/15/14,11
15754.20598,27.1,1,8/15/14,12
16567.51672,28.1,1,8/15/14,13
17341.43581,30.1,1,8/15/14,14
17896.29054,31.1,1,8/15/14,15
18200.81673,32.1,1,8/15/14,16
18225.0388,33.1,1,8/15/14,17
17948.60314,34.1,1,8/15/14,18
12359.33728,26.1,0,8/16/14,9
13656.10177,26.1,0,8/16/14,10
14872.79179,26.1,0,8/16/14,11
15737.8897,27.1,0,8/16/14,12
16445.5629,29.1,0,8/16/14,13
17015.03967,31.1,0,8/16/14,14
17429.73095,32.1,0,8/16/14,15
17457.93871,34.1,0,8/16/14,16
17249.44546,34.1,0,8/16/14,17
16583.06182,36.1,0,8/16/14,18
11862.92492,26.1,0,8/17/14,9
13132.97827,26.1,0,8/17/14,10
14331.27986,26.1,0,8/17/14,11
15378.23756,27.1,0,8/17/14,12
16230.5413,29.1,0,8/17/14,13
16790.25857,31.1,0,8/17/14,14
17187.4813,33.1,0,8/17/14,15
17344.10148,33.1,0,8/17/14,16
17242.50369,35.1,0,8/17/14,17
17029.39475,36.1,0,8/17/14,18
13278.38804,26.1,1,8/18/14,9
14320.58069,26.1,1,8/18/14,10
15404.23222,26.1,1,8/18/14,11
16468.27257,27.1,1,8/18/14,12
17333.76338,29.1,1,8/18/14,13
17473.65455,32.1,1,8/18/14,14
16644.12832,32.1,1,8/18/14,15
16007.60906,33.1,1,8/18/14,16
15769.83062,34.1,1,8/18/14,17
15605.57734,33.1,1,8/18/14,18
12585.22177,26.1,1,8/19/14,9
13613.59872,26.1,1,8/19/14,10
14857.30036,26.1,1,8/19/14,11
15850.98745,27.1,1,8/19/14,12
16453.99718,29.1,1,8/19/14,13
16641.94956,31.1,1,8/19/14,14
16856.07273,32.1,1,8/19/14,15
17030.36818,33.1,1,8/19/14,16
17192.34948,33.85,1,8/19/14,17
16918.44855,30.6,1,8/19/14,18
12854.37402,26.1,1,8/20/14,9
14008.80976,26.1,1,8/20/14,10
15052.48323,26.1,1,8/20/14,11
16003.53072,27.1,1,8/20/14,12
16856.31134,29.1,1,8/20/14,13
17154.466,31.1,1,8/20/14,14
16461.70212,27.6,1,8/20/14,15
16000.79075,31.1,1,8/20/14,16
15807.69284,33.1,1,8/20/14,17
15705.75944,29.85,1,8/20/14,18
13091.00602,26.1,1,8/21/14,9
14081.43187,26.1,1,8/21/14,10
15159.85651,26.1,1,8/21/14,11
16133.46005,27.1,1,8/21/14,12
16975.23326,29.1,1,8/21/14,13
17706.62891,31.1,1,8/21/14,14
18262.48544,32.1,1,8/21/14,15
18526.71442,33.1,1,8/21/14,16
18353.43932,34.1,1,8/21/14,17
17962.60045,34.1,1,8/21/14,18
12921.54819,26.1,1,8/22/14,9
14004.25021,25.1,1,8/22/14,10
15081.20721,25.1,1,8/22/14,11
16082.92825,27.1,1,8/22/14,12
17041.63029,28.1,1,8/22/14,13
17844.93024,30.1,1,8/22/14,14
18342.78776,32.1,1,8/22/14,15
18497.40483,33.1,1,8/22/14,16
18451.42082,33.1,1,8/22/14,17
18174.62925,35.1,1,8/22/14,18
12049.29994,25.1,0,8/23/14,9
13269.45945,25.1,0,8/23/14,10
14486.17532,25.1,0,8/23/14,11
15585.32572,27.1,0,8/23/14,12
16410.70512,28.1,0,8/23/14,13
17039.67581,29.1,0,8/23/14,14
17370.44249,31.6,0,8/23/14,15
17531.63222,33.1,0,8/23/14,16
17505.70213,34.1,0,8/23/14,17
17262.79317,34.1,0,8/23/14,18
11302.84096,25.1,0,8/24/14,9
12525.42281,25.1,0,8/24/14,10
13731.10858,24.1,0,8/24/14,11
14901.13934,26.1,0,8/24/14,12
15827.31057,29.1,0,8/24/14,13
16613.06926,30.1,0,8/24/14,14
17227.43668,31.1,0,8/24/14,15
17673.2122,34.1,0,8/24/14,16
17892.11605,34.1,0,8/24/14,17
17847.25348,34.1,0,8/24/14,18
12647.50913,26.1,1,8/25/14,9
13632.94211,26.1,1,8/25/14,10
14679.34077,26.1,1,8/25/14,11
15661.16602,26.1,1,8/25/14,12
16620.26583,28.1,1,8/25/14,13
17566.8235,29.1,1,8/25/14,14
18005.45767,31.1,1,8/25/14,15
18265.06525,33.1,1,8/25/14,16
18459.23049,34.1,1,8/25/14,17
18359.38598,34.1,1,8/25/14,18
12551.92604,26.1,1,8/26/14,9
13344.35422,26.1,1,8/26/14,10
14292.19836,26.1,1,8/26/14,11
15240.52477,27.1,1,8/26/14,12
16039.91332,28.1,1,8/26/14,13
16797.69877,29.1,1,8/26/14,14
17361.21784,31.1,1,8/26/14,15
17660.31095,32.1,1,8/26/14,16
17846.22628,32.1,1,8/26/14,17
17437.55551,33.1,1,8/26/14,18
12691.49847,27.1,1,8/27/14,9
13615.12231,26.1,1,8/27/14,10
14558.52081,26.1,1,8/27/14,11
15396.43652,27.1,1,8/27/14,12
16120.04222,29.1,1,8/27/14,13
16698.72399,30.1,1,8/27/14,14
16834.09908,30.1,1,8/27/14,15
16478.7076,32.1,1,8/27/14,16
16285.14723,32.1,1,8/27/14,17
16077.08585,33.1,1,8/27/14,18
12446.53482,26.1,1,8/28/14,9
13050.29547,26.1,1,8/28/14,10
13594.95729,26.1,1,8/28/14,11
14054.7509,26.1,1,8/28/14,12
14682.95791,26.1,1,8/28/14,13
15444.94161,26.1,1,8/28/14,14
15819.58133,26.1,1,8/28/14,15
16107.79433,28.1,1,8/28/14,16
16264.66377,28.1,1,8/28/14,17
16031.60582,30.1,1,8/28/14,18
12940.03087,27.1,1,8/29/14,9
13574.01342,27.1,1,8/29/14,10
14128.47181,27.1,1,8/29/14,11
14899.74313,28.1,1,8/29/14,12
15369.16548,30.1,1,8/29/14,13
15223.63825,28.85,1,8/29/14,14
14828.88586,31.1,1,8/29/14,15
14534.17859,30.1,1,8/29/14,16
14552.61359,26.85,1,8/29/14,17
14440.83351,29.85,1,8/29/14,18
10781.06173,26.1,0,8/30/14,9
11572.38634,25.6,0,8/30/14,10
12588.73732,25.1,0,8/30/14,11
13490.50884,26.1,0,8/30/14,12
13996.94519,26.1,0,8/30/14,13
14307.97934,28.1,0,8/30/14,14
14641.70223,29.1,0,8/30/14,15
14783.63457,30.1,0,8/30/14,16
14684.49206,29.1,0,8/30/14,17
14468.19669,31.1,0,8/30/14,18
10603.68945,25.1,0,8/31/14,9
11191.98385,26.1,0,8/31/14,10
11483.24271,26.1,0,8/31/14,11
11619.67178,26.1,0,8/31/14,12
11741.799,28.1,0,8/31/14,13
11857.54926,25.1,0,8/31/14,14
11935.71881,24.1,0,8/31/14,15
12061.4394,24.1,0,8/31/14,16
12260.52423,24.35,0,8/31/14,17
12427.15588,25.1,0,8/31/14,18
11034.0873,21.6,1,6/1/15,9
11788.23013,21.1,1,6/1/15,10
12600.8082,21.1,1,6/1/15,11
13391.59226,22.85,1,6/1/15,12
14124.38231,25.1,1,6/1/15,13
14848.23667,26.1,1,6/1/15,14
15330.62653,27.85,1,6/1/15,15
15753.57744,29.35,1,6/1/15,16
15970.84902,30.1,1,6/1/15,17
15876.18721,30.6,1,6/1/15,18
11306.40504,22.1,1,6/2/15,9
12164.7962,21.6,1,6/2/15,10
13119.95978,21.6,1,6/2/15,11
13953.79689,24.35,1,6/2/15,12
14725.14037,26.6,1,6/2/15,13
15396.32,27.85,1,6/2/15,14
15829.47858,28.85,1,6/2/15,15
16139.61451,29.35,1,6/2/15,16
16326.87787,30.6,1,6/2/15,17
16142.68789,30.6,1,6/2/15,18
11617.21492,22.1,1,6/3/15,9
12507.52387,21.6,1,6/3/15,10
13392.73104,22.1,1,6/3/15,11
14172.42958,25.1,1,6/3/15,12
14880.33643,26.6,1,6/3/15,13
15536.60772,28.35,1,6/3/15,14
15972.30018,28.85,1,6/3/15,15
16322.08181,30.1,1,6/3/15,16
16418.72076,30.6,1,6/3/15,17
16130.87153,31.6,1,6/3/15,18
11554.42383,22.1,1,6/4/15,9
12482.26597,21.6,1,6/4/15,10
13447.26208,21.6,1,6/4/15,11
14366.59506,25.1,1,6/4/15,12
15161.64551,27.1,1,6/4/15,13
15871.88803,28.35,1,6/4/15,14
16364.77427,29.35,1,6/4/15,15
16635.07306,30.1,1,6/4/15,16
16784.51256,31.6,1,6/4/15,17
16626.49607,30.6,1,6/4/15,18
11875.07753,23.35,1,6/5/15,9
12898.7127,23.35,1,6/5/15,10
13962.19023,23.35,1,6/5/15,11
14868.80944,26.1,1,6/5/15,12
15619.62472,27.1,1,6/5/15,13
16190.73821,29.35,1,6/5/15,14
16571.43561,29.35,1,6/5/15,15
16740.97942,30.6,1,6/5/15,16
16649.57909,32.1,1,6/5/15,17
16317.81091,32.1,1,6/5/15,18
10806.36092,23.85,0,6/6/15,9
11838.14258,23.85,0,6/6/15,10
13019.43736,22.85,0,6/6/15,11
14130.99261,25.6,0,6/6/15,12
14857.76008,26.6,0,6/6/15,13
15410.82927,28.85,0,6/6/15,14
15787.51308,30.1,0,6/6/15,15
15954.21435,31.1,0,6/6/15,16
16009.87689,31.1,0,6/6/15,17
15876.50324,32.85,0,6/6/15,18
10472.32746,23.85,0,6/7/15,9
11614.8214,22.85,0,6/7/15,10
12775.28295,22.85,0,6/7/15,11
13817.84322,25.6,0,6/7/15,12
14720.26223,27.1,0,6/7/15,13
15400.73968,28.85,0,6/7/15,14
15904.6807,30.1,0,6/7/15,15
16223.03202,31.1,0,6/7/15,16
16354.47637,32.1,0,6/7/15,17
16266.51355,32.85,0,6/7/15,18
11851.78988,23.85,1,6/8/15,9
